N;NOM;XL93;YL93;FROM;TO;C10C40_LD;C10C40;OUT;ECH;EP;ALT;LITHO;GEOLE;CLC;Copernic;GEOBAP;COPER_H2;GEOBAP_H2;GEO_COPER_H2;dist_basias;dist_basol;dist_centre;dist_eau;dist_route
566;P272;571508.98;6279432.14;0.8;2.4;<;20;1;E2;1.6;139;6;3;3;7;8;4;4;41;84.54878235;870.2954102;2462.955566;643.5060425;36.05551147
567;P265;571510.09;6279231.28;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;208.8111572;712.4884033;2485.554688;792.0227051;130
568;P265;571510.09;6279231.28;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;208.8111572;712.4884033;2485.554688;792.0227051;130
569;TM39;571514.17;6282437.69;0;0.5;=;250;9;E1;0.5;131.536373;6;3;13;12;4;4;2;41;377.2900391;725.7979736;3741.142822;433.2435913;14.14213562
570;TM39;571514.17;6282437.69;0.5;1;=;200;9;E1;0.5;131.536373;6;3;13;12;4;4;2;41;377.2900391;725.7979736;3741.142822;433.2435913;14.14213562
571;F4;571514.74;6282474.01;0.15;1;=;100;9;E1;0.85;131.1871728;6;3;13;12;4;4;2;41;384.8804626;738.4767456;3763.891113;421.5447693;41.23105621
572;F4;571514.74;6282474.01;1;2;<;20;1;E2;1;131.1871728;6;3;13;12;4;4;2;41;384.8804626;738.4767456;3763.891113;421.5447693;41.23105621
573;P264;571512.02;6279251.01;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;188.1246796;727.1647339;2472.684814;770.0649414;150
574;P264;571512.02;6279251.01;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;188.1246796;727.1647339;2472.684814;770.0649414;150
575;F5;571516.24;6282501.76;0;1;=;3500;9;E1;1;131;6;3;13;12;4;4;2;41;394.6114197;752.1390381;3786.740234;411.0960999;50.99019623
576;P263;571513.81;6279271.09;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;175.9764099;745.7783203;2469.855713;754.3208618;166.4331665
577;P263;571513.81;6279271.09;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;175.9764099;745.7783203;2469.855713;754.3208618;166.4331665
578;SB7;571519.57;6282462.5;1;2;=;50;1;E2;1;131.3035739;6;3;13;12;4;4;2;41;382.1054382;734.1386108;3756.297119;425.4409485;31.62277603
579;SB7;571519.57;6282462.5;4;5;=;120;1;E5;1;131.3035739;6;3;13;12;4;4;2;41;382.1054382;734.1386108;3756.297119;425.4409485;31.62277603
580;P262;571515.74;6279291;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;165.3617096;764.4619751;2467.185547;738.7827759;150
581;P262;571515.74;6279291;1.2;1.5;<;20;1;E2;0.3;139;6;3;3;7;8;4;4;41;165.3617096;764.4619751;2467.185547;738.7827759;150
582;F2;571520.99;6282479.52;0.7;1.5;=;85;1;E2;0.8;131.0707686;6;3;13;12;4;4;2;41;387.8935242;742.9241333;3771.496338;417.8516541;44.72135925
583;F2;571520.99;6282479.52;0;0.7;=;40;1;E1;0.7;131.0707686;6;3;13;12;4;4;2;41;387.8935242;742.9241333;3771.496338;417.8516541;44.72135925
584;P261;571517.42;6279312.14;0;0.6;=;45;9;E1;0.6;139;6;3;3;7;8;4;4;41;156.5927734;783.2106323;2464.674561;723.4638672;134.1640778
585;P261;571517.42;6279312.14;0.6;1.8;<;20;1;E2;1.2;139;6;3;3;7;8;4;4;41;156.5927734;783.2106323;2464.674561;723.4638672;134.1640778
586;SB1;571521.68;6282499.08;4;5;<;20;9;E5;1;131;6;3;13;12;4;4;2;41;385.2923279;743.3338013;3780.287354;420.4759216;60.82762527
587;SB1;571521.68;6282499.08;1;2;=;500;9;E2;1;131;6;3;13;12;4;4;2;41;385.2923279;743.3338013;3780.287354;420.4759216;60.82762527
588;P254;571518.71;6279109.83;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;297.914917;599.3754272;2496.888672;880.0568237;10
589;P254;571518.71;6279109.83;0.5;1.6;<;20;1;E1;1.1;139;6;3;3;7;8;4;4;41;297.914917;599.3754272;2496.888672;880.0568237;10
590;F8;571523.07;6282512.63;0.6;1.8;<;20;1;E2;1.2;131;6;3;13;12;4;4;2;41;389.0740051;748.1533813;3787.938965;416.2931519;63.24555206
591;P260;571520.08;6279331.93;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;149.9936523;802.0197754;2462.32373;708.378418;116.6190414
592;P260;571520.08;6279331.93;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;149.9936523;802.0197754;2462.32373;708.378418;116.6190414
593;P253;571520.54;6279129.8;0;0.5;=;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;280.5888367;617.3068237;2492.964111;864.0023193;30
594;P253;571520.54;6279129.8;0.5;1.4;<;20;1;E1;0.9;139;6;3;3;7;8;4;4;41;280.5888367;617.3068237;2492.964111;864.0023193;30
595;F31;571525.87;6282449.73;1;2;<;20;1;E2;1;131.5642891;6;3;13;12;4;4;2;41;369.875885;720.835022;3742.196045;438.6342468;28.28427124
596;F31;571525.87;6282449.73;2;3;<;20;1;E3;1;131.5642891;6;3;13;12;4;4;2;41;369.875885;720.835022;3742.196045;438.6342468;28.28427124
597;P252;571522.51;6279149.71;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;258.3000183;631.1865845;2479.366699;842.0213623;50
598;P252;571522.51;6279149.71;0.5;1.9;<;20;1;E2;1.4;139;6;3;3;7;8;4;4;41;258.3000183;631.1865845;2479.366699;842.0213623;50
599;P258;571523.39;6279370.59;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;134.4012451;836.6488647;2448.151123;672.0863037;78.10249329
600;P258;571523.39;6279370.59;0.5;1.4;<;20;1;E1;0.9;139;6;3;3;7;8;4;4;41;134.4012451;836.6488647;2448.151123;672.0863037;78.10249329
601;P251;571524.34;6279169.64;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;241.4450226;649.4715576;2475.737305;826.196106;70
602;P251;571524.34;6279169.64;0.5;1.9;<;20;9;E2;1.4;139;6;3;3;7;8;4;4;41;241.4450226;649.4715576;2475.737305;826.196106;70
603;P257;571525.28;6279390.71;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;115.4097748;855.685791;2446.274902;657.6473389;63.24555206
604;P257;571525.28;6279390.71;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;115.4097748;855.685791;2446.274902;657.6473389;63.24555206
605;P259;571526.15;6279351.77;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;135.9665222;817.657959;2450.189209;686.8041992;94.33981323
606;P259;571526.15;6279351.77;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;135.9665222;817.657959;2450.189209;686.8041992;94.33981323
607;P250;571526.04;6279189.46;0.5;1.1;<;20;1;E1;0.6;139;6;3;3;7;8;4;4;41;225.1055298;667.8548584;2472.264648;810.5553589;90
608;P250;571526.04;6279189.46;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;225.1055298;667.8548584;2472.264648;810.5553589;90
609;TM11;571530.23;6282533.83;0;0.5;=;85;9;E1;0.5;131;6;3;13;17;4;1;2;11;397.2850037;758.0964966;3803.274658;408.5339661;70.7106781
610;P256;571527.14;6279410.68;0;0.5;=;110;1;E1;0.5;139;6;3;3;7;8;4;4;41;96.00112915;874.765625;2444.560791;643.5060425;44.72135925
611;P256;571527.14;6279410.68;0.5;1.4;<;20;1;E1;0.9;139;6;3;3;7;8;4;4;41;96.00112915;874.765625;2444.560791;643.5060425;44.72135925
612;TM18;571530.92;6282515.14;0;0.5;=;400;9;E1;0.5;131;6;3;13;12;4;4;2;41;389.0740051;748.1533813;3787.938965;416.2931519;63.24555206
613;TM30;571531.68;6282474.12;0;0.5;=;1200;9;E1;0.5;131.3158073;6;3;13;12;4;4;2;41;365.7826843;720.5635986;3750.922607;440.1136169;50
614;TM30;571531.68;6282474.12;0.5;1;=;90;9;E1;0.5;131.3158073;6;3;13;12;4;4;2;41;365.7826843;720.5635986;3750.922607;440.1136169;50
615;SB2;571531.85;6282484.37;2;3;=;120;9;E3;1;131.1194097;6;3;13;12;4;4;2;41;368.9517212;725.1209106;3758.553955;436.5776062;58.30952072
616;TM40;571531.94;6282435.12;0.5;1;=;65;9;E1;0.5;131.9820003;6;3;13;12;4;4;2;41;355.6450195;703.4616699;3720.508789;455.4118958;14.14213562
617;TM40;571531.94;6282435.12;0;0.5;=;260;9;E1;0.5;131.9820003;6;3;13;12;4;4;2;41;355.6450195;703.4616699;3720.508789;455.4118958;14.14213562
618;TM35;571531.96;6282454.11;0;0.5;<;20;1;E1;0.5;131.7086149;6;3;13;12;4;4;2;41;360.1946411;711.78302;3735.693115;447.7722778;31.62277603
619;TM35;571531.96;6282454.11;0.5;1;=;20;1;E1;0.5;131.7086149;6;3;13;12;4;4;2;41;360.1946411;711.78302;3735.693115;447.7722778;31.62277603
620;P249;571528.2;6279209.33;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;209.4022369;686.3286133;2468.948975;795.1100464;110
621;P249;571528.2;6279209.33;0.5;1.4;<;20;1;E1;0.9;139;6;3;3;7;8;4;4;41;209.4022369;686.3286133;2468.948975;795.1100464;110
622;P255;571528.89;6279430.39;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;76.89614105;889.8753052;2443.009277;629.3647461;28.28427124
623;P255;571528.89;6279430.39;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;76.89614105;889.8753052;2443.009277;629.3647461;28.28427124
624;TM23;571532.82;6282492.39;0.5;1;=;1500;9;E1;0.5;131;6;3;13;12;4;4;2;41;372.3624268;729.7867432;3766.196533;433.2435913;67.08203888
625;TM23;571532.82;6282492.39;0;0.5;=;8900;9;E1;0.5;131;6;3;13;12;4;4;2;41;372.3624268;729.7867432;3766.196533;433.2435913;67.08203888
626;F14;571532.86;6282490.88;1;2;=;35;1;E2;1;131;6;3;13;12;4;4;2;41;372.3624268;729.7867432;3766.196533;433.2435913;67.08203888
627;P248;571529.91;6279229.37;0;0.6;<;20;1;E1;0.6;139;6;3;3;7;8;4;4;41;194.4893188;704.8856201;2465.79126;779.8717651;130
628;P248;571529.91;6279229.37;0.6;1.8;<;20;1;E2;1.2;139;6;3;3;7;8;4;4;41;194.4893188;704.8856201;2465.79126;779.8717651;130
629;F3;571533.95;6282471.83;0;0.7;=;2400;9;E1;0.7;131.3158073;6;3;13;12;4;4;2;41;365.7826843;720.5635986;3750.922607;440.1136169;50
630;F3;571533.95;6282471.83;2.2;3;<;20;1;E3;0.8;131.3158073;6;3;13;12;4;4;2;41;365.7826843;720.5635986;3750.922607;440.1136169;50
631;F23;571535.64;6282448.37;2;3;=;40;9;E3;1;131.7086149;6;3;13;12;4;4;2;41;360.1946411;711.78302;3735.693115;447.7722778;31.62277603
632;F23;571535.64;6282448.37;0;1;=;430;9;E1;1;131.7086149;6;3;13;12;4;4;2;41;360.1946411;711.78302;3735.693115;447.7722778;31.62277603
633;F23;571535.64;6282448.37;1;2;=;85;9;E2;1;131.7086149;6;3;13;12;4;4;2;41;360.1946411;711.78302;3735.693115;447.7722778;31.62277603
634;F30;571535.74;6282458.78;0;0.9;=;85;9;E1;0.9;131.5122124;6;3;13;12;4;4;2;41;362.8616638;716.1169434;3743.302246;443.8468323;41.23105621
635;F30;571535.74;6282458.78;2.2;3;=;170;9;E3;0.8;131.5122124;6;3;13;12;4;4;2;41;362.8616638;716.1169434;3743.302246;443.8468323;41.23105621
636;P247;571531.88;6279249.16;0;0.8;<;20;1;E1;0.8;139;6;3;3;7;8;4;4;41;173.2480774;719.994812;2452.89917;758.0237427;150
637;P247;571531.88;6279249.16;0.8;1.1;<;20;1;E1;0.3;139;6;3;3;7;8;4;4;41;173.2480774;719.994812;2452.89917;758.0237427;150
638;F19;571536.31;6282476.02;2;3;=;80;1;E3;1;131.3158073;6;3;13;12;4;4;2;41;365.7826843;720.5635986;3750.922607;440.1136169;50
639;F19;571536.31;6282476.02;0;0.7;=;3000;9;E1;0.7;131.3158073;6;3;13;12;4;4;2;41;365.7826843;720.5635986;3750.922607;440.1136169;50
640;F19;571536.31;6282476.02;0.7;2;=;75;1;E2;1.3;131.3158073;6;3;13;12;4;4;2;41;365.7826843;720.5635986;3750.922607;440.1136169;50
641;P246;571533.58;6279269.13;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;159.9740448;738.7891235;2450.047363;742.024231;156.524765
642;P246;571533.58;6279269.13;0.5;0.8;<;20;1;E1;0.3;139;6;3;3;7;8;4;4;41;159.9740448;738.7891235;2450.047363;742.024231;156.524765
643;F10;571538.02;6282503.24;0.7;2;=;440;9;E2;1.3;131;6;3;13;12;4;4;2;41;376.0082092;734.5591431;3773.850098;429.5346375;70.7106781
644;P245;571535.51;6279289.05;0;0.6;<;20;9;E1;0.6;139;6;3;3;7;8;4;4;41;148.2177277;757.6451416;2447.355469;726.2230835;138.9244385
645;P245;571535.51;6279289.05;0.6;1.5;<;20;1;E1;0.9;139;6;3;3;7;8;4;4;41;148.2177277;757.6451416;2447.355469;726.2230835;138.9244385
646;F15;571540.72;6282487.34;0.8;2;=;25;9;E2;1.2;131;6;3;13;12;4;4;2;41;372.3624268;729.7867432;3766.196533;433.2435913;67.08203888
647;F29;571540.91;6282438.55;1;2;=;610;9;E2;1;131.9050124;6;3;13;12;4;4;2;41;357.787323;707.5639038;3728.095215;451.8849487;22.36067963
648;P244;571537.18;6279307.89;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;138.3665314;776.5584106;2444.824219;710.6335449;122.0655594
649;P244;571537.18;6279307.89;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;138.3665314;776.5584106;2444.824219;710.6335449;122.0655594
650;P237;571538.69;6279108;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;288.7512817;590.6563721;2477.296387;868.3893433;10
651;P237;571538.69;6279108;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;288.7512817;590.6563721;2477.296387;868.3893433;10
652;P243;571539.64;6279328.24;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;130.8514252;795.5248413;2442.454102;695.2697144;106.3014603
653;P243;571539.64;6279328.24;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;130.8514252;795.5248413;2442.454102;695.2697144;106.3014603
654;SB8;571543.78;6282476.79;0;1;=;1000;9;E1;1;131.1215981;6;3;13;12;4;4;2;41;359.5238037;716.2627563;3752.105957;445.9820557;63.24555206
655;SB8;571543.78;6282476.79;1;2;=;410;9;E2;1;131.1215981;6;3;13;12;4;4;2;41;359.5238037;716.2627563;3752.105957;445.9820557;63.24555206
656;SB8;571543.78;6282476.79;3;4;=;380;9;E4;1;131.1215981;6;3;13;12;4;4;2;41;359.5238037;716.2627563;3752.105957;445.9820557;63.24555206
657;SB8;571543.78;6282476.79;4;5.5;=;460;9;E5;1.5;131.1215981;6;3;13;12;4;4;2;41;359.5238037;716.2627563;3752.105957;445.9820557;63.24555206
658;P236;571540.48;6279127.99;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;270.8395996;608.8446045;2473.340576;852.1149902;30
659;P236;571540.48;6279127.99;0.5;1.4;<;20;1;E1;0.9;139;6;3;3;7;8;4;4;41;270.8395996;608.8446045;2473.340576;852.1149902;30
660;P242;571541.46;6279348.85;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;126.0908279;814.5407104;2440.245605;680.1470337;89.44271851
661;P242;571541.46;6279348.85;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;126.0908279;814.5407104;2440.245605;680.1470337;89.44271851
662;P235;571542.54;6279147.8;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;248.4811859;623.2339478;2459.716064;830.0602417;50
663;P235;571542.54;6279147.8;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;248.4811859;623.2339478;2459.716064;830.0602417;50
664;P241;571543.11;6279368.78;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;114.401474;830.6655884;2428.247803;658.559021;67.08203888
665;P241;571543.11;6279368.78;0.5;1.4;<;20;1;E1;0.9;139;6;3;3;7;8;4;4;41;114.401474;830.6655884;2428.247803;658.559021;67.08203888
666;F28;571547.12;6282463.31;0.9;1.8;=;310;9;E2;0.9;131.5216013;6;3;13;12;4;4;2;41;353.2712402;707.1459961;3736.827881;453.1004333;44.72135925
667;F28;571547.12;6282463.31;1.8;3;=;14000;9;E3;1.2;131.5216013;6;3;13;12;4;4;2;41;353.2712402;707.1459961;3736.827881;453.1004333;44.72135925
668;F11;571547.91;6282504.42;2;3;=;260;9;E3;1;131;6;3;13;12;4;4;2;41;366.7617493;725.8161621;3767.428467;438.6342468;80.62257385
669;F11;571547.91;6282504.42;0;1;=;110;9;E1;1;131;6;3;13;12;4;4;2;41;366.7617493;725.8161621;3767.428467;438.6342468;80.62257385
670;P234;571544.12;6279167.61;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;230.9105835;641.7455444;2456.057617;814.0024414;70
671;P234;571544.12;6279167.61;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;230.9105835;641.7455444;2456.057617;814.0024414;70
672;P240;571545.16;6279388.49;0;0.5;=;110;1;E1;0.5;139;6;3;3;7;8;4;4;41;112.7094345;849.8365479;2426.356201;643.8167725;50
673;P240;571545.16;6279388.49;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;112.7094345;849.8365479;2426.356201;643.8167725;50
674;F22;571549.77;6282453.4;1;1.7;=;1600;9;E2;0.7;131.7216042;6;3;13;12;4;4;2;41;350.5312805;702.7567749;3729.205566;456.9463806;36.05551147
675;P233;571545.91;6279187.59;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;213.767395;660.3439331;2452.557129;798.1228027;90
676;P233;571545.91;6279187.59;0.5;1.5;=;30;9;E1;1;139;6;3;3;7;8;4;4;41;213.767395;660.3439331;2452.557129;798.1228027;90
677;TM34;571550.35;6282455.92;0;0.5;=;1000;9;E1;0.5;131.7216042;6;3;13;12;4;4;2;41;350.5312805;702.7567749;3729.205566;456.9463806;36.05551147
678;TM34;571550.35;6282455.92;0.5;1;=;480;9;E1;0.5;131.7216042;6;3;13;12;4;4;2;41;350.5312805;702.7567749;3729.205566;456.9463806;36.05551147
679;TM31;571550.57;6282474.91;0.5;1;=;270;9;E1;0.5;131.3215951;6;3;13;12;4;4;2;41;356.2709351;711.6487427;3744.461426;449.4440918;53.85164642
680;TM31;571550.57;6282474.91;0;0.5;=;95;9;E1;0.5;131.3215951;6;3;13;12;4;4;2;41;356.2709351;711.6487427;3744.461426;449.4440918;53.85164642
681;F9;571550.67;6282519.01;1;2;=;600;9;E2;1;131;6;3;13;12;4;4;2;41;374.927948;735.7893066;3782.794434;430.8131714;85.44004059
682;P239;571547;6279408.67;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;92.73735046;869.0448608;2424.62793;629.3647461;36.05551147
683;P239;571547;6279408.67;0.5;1.3;<;20;1;E1;0.8;139;6;3;3;7;8;4;4;41;92.73735046;869.0448608;2424.62793;629.3647461;36.05551147
684;TM10;571551.35;6282531.77;0;0.5;=;25;9;E1;0.5;131;6;3;13;17;4;1;2;11;379.3406982;740.9279785;3790.493652;427.2001953;89.44271851
685;P238;571547.86;6279423.39;0;0.5;=;60;9;E1;0.5;139;6;3;3;7;8;4;4;41;82.75637054;878.6622314;2423.825439;622.2539673;28.28427124
686;P238;571547.86;6279423.39;0.5;1.3;=;75;1;E1;0.8;139;6;3;3;7;8;4;4;41;82.75637054;878.6622314;2423.825439;622.2539673;28.28427124
687;P232;571548;6279207.5;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;197.1631165;679.0220337;2449.214844;782.4321289;110
688;P232;571548;6279207.5;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;197.1631165;679.0220337;2449.214844;782.4321289;110
689;TM41;571552.05;6282440.89;0;0.5;=;170;9;E1;0.5;131.9216012;6;3;13;12;4;4;2;41;338.3426819;689.4277954;3715.109375;470.1063843;36.05551147
690;TM41;571552.05;6282440.89;0.5;1;=;300;9;E1;0.5;131.9216012;6;3;13;12;4;4;2;41;338.3426819;689.4277954;3715.109375;470.1063843;36.05551147
691;TM22;571552.82;6282492.78;0;0.5;=;30;1;E1;0.5;131;6;3;13;12;4;4;2;41;353.7199097;712.2167358;3753.342529;451.8849487;76.1577301
692;TM22;571552.82;6282492.78;0.5;1;=;150;9;E1;0.5;131;6;3;13;12;4;4;2;41;353.7199097;712.2167358;3753.342529;451.8849487;76.1577301
693;F16;571553.59;6282480.7;0;1;=;240;1;E1;1;131.1215981;6;3;13;12;4;4;2;41;350.127655;707.4349976;3745.673828;455.4118958;67.08203888
694;P231;571549.71;6279227.47;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;181.2459564;697.7734375;2446.031494;766.9419556;130
695;P231;571549.71;6279227.47;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;181.2459564;697.7734375;2446.031494;766.9419556;130
696;F21;571555.47;6282467.34;0.8;2;=;120;9;E2;1.2;131.3215951;6;3;13;12;4;4;2;41;346.7866516;702.7630615;3738.015869;458.8027954;58.30952072
697;P230;571551.59;6279247.38;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;166.2134094;716.5922852;2443.007813;751.6647949;150
698;P230;571551.59;6279247.38;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;166.2134094;716.5922852;2443.007813;751.6647949;150
699;P229;571553.49;6279267.25;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;144.9679108;732.279541;2430.241943;730;147.6482239
700;P229;571553.49;6279267.25;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;144.9679108;732.279541;2430.241943;730;147.6482239
701;P228;571556.49;6279289.44;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;131.8806152;751.2989502;2427.528076;714.0028076;130
702;P228;571556.49;6279289.44;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;131.8806152;751.2989502;2427.528076;714.0028076;130
703;P227;571557.38;6279307.17;0;0.5;=;35;9;E1;0.5;139;6;3;3;7;8;4;4;41;120.7033386;770.368042;2424.976074;698.1403809;111.8033981
704;P227;571557.38;6279307.17;0.5;1.7;<;20;1;E2;1.2;139;6;3;3;7;8;4;4;41;120.7033386;770.368042;2424.976074;698.1403809;111.8033981
705;F12;571562.02;6282518.17;2;3;=;160;9;E3;1;131;6;3;13;17;4;1;2;11;356.9803467;718.6444702;3770.050049;449.4440918;104.4030685
706;P221;571558.51;6279105.92;0;0.5;=;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;284.3440552;573.3153687;2459.762695;865.3323364;10
707;P221;571558.51;6279105.92;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;284.3440552;573.3153687;2459.762695;865.3323364;10
708;P226;571558.82;6279330.4;0;0.6;=;35;9;E1;0.6;139;6;3;3;7;8;4;4;41;112.0093613;789.4832153;2422.58667;682.4954224;94.33981323
709;P226;571558.82;6279330.4;0.6;1.1;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;112.0093613;789.4832153;2422.58667;682.4954224;94.33981323
710;P226;571558.82;6279330.4;1.1;3.2;<;20;1;E3;2.1;139;6;3;3;7;8;4;4;41;112.0093613;789.4832153;2422.58667;682.4954224;94.33981323
711;SB9;571564.02;6282482.71;1;2;=;400;9;E2;1;131.1215981;6;3;13;12;4;4;2;41;340.7658691;698.638916;3739.25708;464.8655701;72.11102295
712;SB9;571564.02;6282482.71;3;4;=;540;9;E4;1;131.1215981;6;3;13;12;4;4;2;41;340.7658691;698.638916;3739.25708;464.8655701;72.11102295
713;SB9;571564.02;6282482.71;0;1;=;140;9;E1;1;131.1215981;6;3;13;12;4;4;2;41;340.7658691;698.638916;3739.25708;464.8655701;72.11102295
714;SB9;571564.02;6282482.71;6;6.5;<;20;1;E5;0.5;131.1215981;6;3;13;12;4;4;2;41;340.7658691;698.638916;3739.25708;464.8655701;72.11102295
715;P220;571560.34;6279125.95;0;0.5;=;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;268.8276978;591.6986694;2455.697266;848.7637939;22.36067963
716;P220;571560.34;6279125.95;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;268.8276978;591.6986694;2455.697266;848.7637939;22.36067963
717;P225;571561;6279346.86;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;106.4090958;808.6411743;2420.360107;667.0831909;78.10249329
718;P225;571561;6279346.86;0.5;1.1;<;20;1;E1;0.6;139;6;3;3;7;8;4;4;41;106.4090958;808.6411743;2420.360107;667.0831909;78.10249329
719;P219;571562.18;6279145.79;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;247.1783447;606.4949341;2441.974365;826.6196289;44.72135925
720;P219;571562.18;6279145.79;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;247.1783447;606.4949341;2441.974365;826.6196289;44.72135925
721;F18;571566.29;6282478.18;2;3;=;2300;9;E3;1;131.1215981;6;3;13;12;4;4;2;41;340.7658691;698.638916;3739.25708;464.8655701;72.11102295
722;P224;571563.1;6279366.88;0;0.5;<;20;9;E1;0.5;139;6;3;3;7;8;4;4;41;94.40177917;825.1238403;2408.346191;645.368103;56.56854248
723;P224;571563.1;6279366.88;0.5;1.1;<;20;1;E1;0.6;139;6;3;3;7;8;4;4;41;94.40177917;825.1238403;2408.346191;645.368103;56.56854248
724;TM33;571567.6;6282457.42;0;0.5;=;450;9;E1;0.5;131.5216013;6;3;13;12;4;4;2;41;334.1625061;689.2891235;3723.92627;471.6990662;56.56854248
725;TM33;571567.6;6282457.42;0.5;1;=;580;9;E1;0.5;131.5216013;6;3;13;12;4;4;2;41;334.1625061;689.2891235;3723.92627;471.6990662;56.56854248
726;P218;571564.15;6279165.81;0;0.5;=;55;1;E1;0.5;139;6;3;3;7;8;4;4;41;230.7710876;625.182312;2438.207275;810.2468872;63.24555206
727;P218;571564.15;6279165.81;0.5;1.5;=;20;1;E1;1;139;6;3;3;7;8;4;4;41;230.7710876;625.182312;2438.207275;810.2468872;63.24555206
728;F17;571568.29;6282490.35;2.1;3;=;510;9;E3;0.9;131;6;3;13;12;4;4;2;41;344.45578;703.4804077;3746.938965;460.9772339;80.62257385
729;P223;571564.89;6279386.73;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;96.37684631;844.4205933;2406.438965;630.3173828;41.23105621
730;P223;571564.89;6279386.73;0.5;0.9;<;20;1;E1;0.4;139;6;3;3;7;8;4;4;41;96.37684631;844.4205933;2406.438965;630.3173828;41.23105621
731;P223;571564.89;6279386.73;0.9;3.1;<;20;1;E2;2.2;139;6;3;3;7;8;4;4;41;96.37684631;844.4205933;2406.438965;630.3173828;41.23105621
732;P217;571565.99;6279185.7;0;0.5;<;20;1;E1;0.5;139;6;3;3;7;8;4;4;41;212.6783905;643.9485474;2434.598877;794.0402832;82.46211243
733;P217;571565.99;6279185.7;0.5;1.5;<;20;1;E1;1;139;6;3;3;7;8;4;4;41;212.6783905;643.9485474;2434.598877;794.0402832;82.46211243
